Protein,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15
Br_MaSp2_long,-26.168792103947435,4.539550677187191,2.7462683563193644,-7.04778368895684,-0.2027486038176539,3.5798641254426795,0.40995720764543747,4.445195115962323,-3.0345963425987605,-3.983396572694345,-2.5099402067549526,-1.555461042676375,-0.40564218626186566,0.19199571875586446,-1.0181033905017132
Br_MaSp2_short,-14.109324561488654,5.1522130156846195,1.8101461244582686,-3.331989903077729,0.6580188712490678,3.420087850373377,0.7812568516532061,3.689014427440047,-2.435564949053508,-1.535227871062905,-1.5911082842009692,-0.8682770821357575,-0.1595651115092294,5.0160689395205225,-1.242957897228564
Br_MaSp4_long,-4.337380419945225,12.246369552981761,11.36365173044421,-7.4474995015335415,19.29986697154479,-13.77248747936354,-5.361691558037417,1.0081307321291846,10.634305072309536,-4.501383146536526,-1.8021418194956778,-0.26813028076197626,-0.30987999747819234,-2.699607473598173,-0.15375265767937746
Br_MaSp4_short,0.46820367725817574,12.737159034788432,9.894659127543235,-1.244029614573366,11.892935192294704,-7.9151391217527465,-3.1270881531785113,5.085327941409951,5.171952456701225,-2.770692637176434,-4.735040712796807,-0.11676069121431705,-0.21556020934259798,3.454460674698969,0.5973470568735832
pV6E3,9.216280059643264,0.12920167087503626,2.938919783692745,-2.190503112908668,4.19049417849813,5.1602021674399765,6.300191311885186,2.1119391896463617,3.4872190124121483,2.5794071963422063,1.2811677915880597,2.7500770778947237,13.019896201672523,4.195646955377573,3.313668807285274
b16-2Rep,6.989540520728906,-0.49059317967795224,-2.482323833520332,2.340997490255745,-2.397245832598292,4.034958137775866,3.8671674147056487,-1.9118088732942118,2.536903410367089,-2.233308269880119,1.8604001299537487,8.48826152420497,-0.9397681484354018,-1.4099570733921833,2.423079124342413
"50% Mcherry -A3IA, 50% A3IA",8.592079741852928,-2.700894999720612,-3.5474263230873455,-3.8229501421857197,-0.4673777012869073,1.8335749344424184,-2.1712090683759033,-1.6713390338342122,1.2473765574805675,1.0820051952153353,-0.7951583195080891,-2.008339426623894,-0.5048095682522081,-0.11140696528109584,0.45822054700615633
NT2RepCT 0.1% MCherry,7.013496530592531,-3.7908297222317207,-4.10207740295945,-2.9692970607531466,-2.335105325810289,1.6745684623279222,-1.380365131970708,-1.2632435037397152,0.7365816290172417,-0.9644669077261137,-0.40268048909286064,1.484928692562375,-0.3379898897090361,-0.7947068295784843,-1.8216062466596408
A3I-A +0.1% Carbon Black,8.592079741852928,-2.700894999720612,-3.5474263230873455,-3.8229501421857197,-0.4673777012869073,1.8335749344424184,-2.1712090683759033,-1.6713390338342122,1.2473765574805675,1.0820051952153353,-0.7951583195080891,-2.008339426623894,-0.5048095682522081,-0.11140696528109584,0.45822054700615633
"25% Mcherry -A3IA, 75% A3IA",8.592079741852928,-2.700894999720612,-3.5474263230873455,-3.8229501421857197,-0.4673777012869073,1.8335749344424184,-2.1712090683759033,-1.6713390338342122,1.2473765574805675,1.0820051952153353,-0.7951583195080891,-2.008339426623894,-0.5048095682522081,-0.11140696528109584,0.45822054700615633
"12.5% Mcherry -A3IA, 87.5% A3IA",8.592079741852928,-2.700894999720612,-3.5474263230873455,-3.8229501421857197,-0.4673777012869073,1.8335749344424184,-2.1712090683759033,-1.6713390338342122,1.2473765574805675,1.0820051952153353,-0.7951583195080891,-2.008339426623894,-0.5048095682522081,-0.11140696528109584,0.45822054700615633
NT2RepCT + 50 uM Tht,7.013496530592531,-3.7908297222317207,-4.10207740295945,-2.9692970607531466,-2.335105325810289,1.6745684623279222,-1.380365131970708,-1.2632435037397152,0.7365816290172417,-0.9644669077261137,-0.40268048909286064,1.484928692562375,-0.3379898897090361,-0.7947068295784843,-1.8216062466596408
A3IA 1 mM Imidazol,8.592079741852928,-2.700894999720612,-3.5474263230873455,-3.8229501421857197,-0.4673777012869073,1.8335749344424184,-2.1712090683759033,-1.6713390338342122,1.2473765574805675,1.0820051952153353,-0.7951583195080891,-2.008339426623894,-0.5048095682522081,-0.11140696528109584,0.45822054700615633
Mcherry -A3IA,8.592079741852928,-2.700894999720612,-3.5474263230873455,-3.8229501421857197,-0.4673777012869073,1.8335749344424184,-2.1712090683759033,-1.6713390338342122,1.2473765574805675,1.0820051952153353,-0.7951583195080891,-2.008339426623894,-0.5048095682522081,-0.11140696528109584,0.45822054700615633
A3IA 10 mM Imidazol,8.592079741852928,-2.700894999720612,-3.5474263230873455,-3.8229501421857197,-0.4673777012869073,1.8335749344424184,-2.1712090683759033,-1.6713390338342122,1.2473765574805675,1.0820051952153353,-0.7951583195080891,-2.008339426623894,-0.5048095682522081,-0.11140696528109584,0.45822054700615633
A3IA + 0.3% AcZ,8.592079741852928,-2.700894999720612,-3.5474263230873455,-3.8229501421857197,-0.4673777012869073,1.8335749344424184,-2.1712090683759033,-1.6713390338342122,1.2473765574805675,1.0820051952153353,-0.7951583195080891,-2.008339426623894,-0.5048095682522081,-0.11140696528109584,0.45822054700615633
NT2RepCT -Magnetic nanoparticles,7.013496530592531,-3.7908297222317207,-4.10207740295945,-2.9692970607531466,-2.335105325810289,1.6745684623279222,-1.380365131970708,-1.2632435037397152,0.7365816290172417,-0.9644669077261137,-0.40268048909286064,1.484928692562375,-0.3379898897090361,-0.7947068295784843,-1.8216062466596408
NT2RepCT 0.1% Bri2MCherry,7.013496530592531,-3.7908297222317207,-4.10207740295945,-2.9692970607531466,-2.335105325810289,1.6745684623279222,-1.380365131970708,-1.2632435037397152,0.7365816290172417,-0.9644669077261137,-0.40268048909286064,1.484928692562375,-0.3379898897090361,-0.7947068295784843,-1.8216062466596408
NT2RepCT 0.5% Bri2MCherry,7.013496530592531,-3.7908297222317207,-4.10207740295945,-2.9692970607531466,-2.335105325810289,1.6745684623279222,-1.380365131970708,-1.2632435037397152,0.7365816290172417,-0.9644669077261137,-0.40268048909286064,1.484928692562375,-0.3379898897090361,-0.7947068295784843,-1.8216062466596408
Rep7 Tusp (30%) & NT2RepCT (70%),7.459631762881473,-3.141251645413538,-6.579778765147892,0.30970700863925865,2.783802426319594,-0.14004274022002472,-2.318414244166287,1.5725057452665943,-3.3120247472841835,-0.686935463463148,0.6898977729028449,1.4457745048484472,0.6672603991290609,-1.3791124174715113,-1.3242124252889766
Rep7 Tusp (57%) & NT2repCT (43%),7.8611534719414955,-2.5566313762771746,-8.809709991117494,3.260810671092422,7.390819403236488,-1.77319282251317,-3.162658445142304,4.124680069372272,-6.955770485955471,-0.43715716362648127,1.6732182086989793,1.4105357359059165,1.571985659083349,-1.9050774465752318,-0.8765579860553746
"20% IdeS-A3IA, 80% A3I_A",8.361131135278015,-0.20000828731058015,-1.030359611163888,-1.3997157664981532,-0.013375877105071623,-0.414274084921822,0.3604446488906734,-5.522630273085787,-0.9428969447168941,-0.5965160254075733,-0.7364915359620198,-1.8708811566977903,0.10632880251846957,-0.07196359041110724,-0.1804722485580862
5% VN-NT & A3IA,8.948683478912937,-0.8963666097691153,-3.4981480511526,-3.352495095510286,-1.036059177170877,1.6396225781992408,-1.8125110240991782,-1.248919209058945,1.536324263335968,1.0677937208020303,-0.5995628414614893,-2.101172877049899,-0.2143793913691129,-0.23295808368755913,0.29973856466409987
